id,drug,ae,path_found
pos_1548,"quetiapine,risperidone",diabetic ketoacidosis,FALSE
pos_3831,dapsone,methemoglobinemia,FALSE
pos_657,ticlopidine,"marrow aplasia,neutropenic",FALSE
pos_3368,chlorambucil,respiratory distress,FALSE
negsent1_499,etanercept,reexposed,FALSE
negsent1_436,diltiazem,,FALSE
negsent1_1248,linezolid,,FALSE
pos_2344,"adriamycin,cis-platinum","cardiomyopathy,nephrotoxicity",FALSE
pos_998,ciprofloxacin,toxic epidermal necrolysis,FALSE
pos_3009,intralipid,fat embolism,FALSE
pos_2444,zidovudine,"anaemia,bone marrow aplasia",FALSE
negsent1_412,"phenytoin,primidone",seizures,FALSE
pos_2752,lorazepam,seizures,FALSE
pos_2246,temsirolimus,proteinuria,FALSE
negsent1_573,"niacin,crystalline niacin,delayed release preparation","beneficial effects on lipid levels,little lipid effect",FALSE
pos_1616,infliximab,"avp,severe adenovirus pneumonia",FALSE
pos_796,methotrexate,acute cerebellar syndrome,FALSE
negsent1_652,isotretinoin,dark-adaptation curves,FALSE
pos_1894,etoposide,pulmonary toxicity,FALSE
pos_1248,imiquimod,secondary infection,FALSE
pos_1262,ptu,"hearing impairment,tinnitus",FALSE
pos_1878,clozapine,eosinophilia,FALSE
pos_1478,bisphosphonate,severe hypocalcaemia,FALSE
pos_2115,warfarin,stuttering priapism,FALSE
pos_2571,ciprofloxacin,interstitial nephritis,FALSE
pos_3719,azathioprine,myelosuppression,FALSE
negsent1_293,"pergolide,pramipexole dihydrochloride",syndrome,FALSE
pos_266,minocycline,autoimmune hepatitis,FALSE
pos_2291,aza,leukopenia,FALSE
pos_1255,interferon alpha,livedo reticularis,FALSE
pos_2838,gold,hypogammaglobulinemia,FALSE
pos_1040,ppa,stroke,FALSE
pos_3676,cbz,motor tics,FALSE
pos_3102,captopril,acute renal failure,FALSE
pos_1186,flupirtine,increased cerebral cortical excitability,FALSE
negsent1_824,nifedipine,adverse reaction,FALSE
pos_2074,olanzapine,"agitation,paraesthesia",FALSE
pos_688,interferon beta-1a,seizures,FALSE
pos_4088,cyclosporine,anaphylactic reaction,FALSE
pos_3023,methazolamide,"agranulocytosis,aplastic anemia",FALSE
pos_3397,gstm,mild nitritoid symptoms,FALSE
pos_3049,allopurinol,hand and foot deformities,FALSE
pos_1846,capecitabine,headache,FALSE
pos_1390,gemcitabine,"pericardial effusion,tamponade",FALSE
pos_788,fk506,speech loss,FALSE
negsent1_390,amphotericin,electrolyte imbalance,FALSE
pos_256,lithium,organic brain syndromes,FALSE
negsent1_1395,temozolomide,glioblastoma multiforme,FALSE
pos_435,"5-fluorouracil,oxaliplatinum",acute lung injury,FALSE
negsent1_793,aspirin,"myocardial infarction,untoward reaction",FALSE
negsent1_409,methotrexate,,FALSE
pos_4085,cyclosporine,hypersensitivity reactions,FALSE
pos_2859,chloramphenicol,hypersensitivity reactions,FALSE
pos_209,cyanamide,liver dysfunction,FALSE
negsent1_1447,"clozapine,atypical neuroleptics","treatment,discontinuation",FALSE
pos_1334,vgb,visual dysfunction,FALSE
pos_4245,alteplase,subfascial hemorrhage,FALSE
pos_720,clarithromycin,fulminant liver failure,FALSE
negsent1_696,methotrexate,possible systemic toxicity,FALSE
pos_4091,prothipendylhydrochloride,priapism,FALSE
pos_3791,desmopressin,"altered mental status,hyponatremia,seizures",FALSE
pos_2563,"glipizide,smx,sulfamethoxazole,tmp,trimethoprim",symptomatic hypoglycemia,FALSE
negsent1_995,8-methoxypsoralen,phototoxicity,FALSE
pos_3931,minocycline,"eruption,exfoliative dermatitis",FALSE
pos_2577,phenobarbital,"hepatocellular failure,skin rash",FALSE
negsent1_1324,"triamcinolone,photodynamic therapy","choroidal neovascularization,age-related macular degeneration",FALSE
pos_2994,trazodone,involuntary movements,FALSE
pos_1010,propecia,bilateral cataract,FALSE
negsent1_1083,mannitol,"renal vasodilator,renal vasoconstrictor",FALSE
negsent1_1417,mineral oil,constipation,FALSE
pos_3085,benzoin,allergic contact dermatitis,FALSE
pos_1671,"lisinopril,losartan",hypotension,FALSE
pos_2991,"lithium,trazodone",movement disorder,FALSE
negsent1_62,calcitonin,,FALSE
negsent1_903,"levamisole,warfarin",,FALSE
negsent1_947,terlipressin,"obesity,non-alcoholic fatty liver disease-related cirrhosis,serious complications",FALSE
negsent1_1472,cyclophosphamide,radiological improvement,FALSE
pos_2868,cyclophosphamide,progressive pulmonary fibrosis,FALSE
pos_753,"cyclophosphamide,prednisolone",panhypogammaglobulinaemia,FALSE
pos_3099,lithium,"akathisia,bucco-linguo-masticatory dyskinesia",FALSE
pos_2196,tacrolimus,"progressive liver failure,severe hepatocellular necrosis",FALSE
pos_722,clarithromycin,"fulminant hepatic failure,liver failure",FALSE
pos_2909,"viloxazine,theophylline","decrease in clearance,theophylline intoxication",FALSE
neg_141,tdf,rickets,FALSE
pos_4165,"theophylline,zafirlukast",drug-drug interaction,FALSE
neg_29,phenytoin,skin lesions,FALSE
pos_3394,griseofulvin,"nephrotic syndrome,systemic lupus erythematosus",FALSE
negsent1_919,tacrolimus,,FALSE
pos_3337,niflumic acid,skeletal fluorosis,FALSE
negsent1_458,aspirin,"asthmatic reaction,desensitized",FALSE
pos_2119,propafenone,mild cognitive impairment,FALSE
pos_1854,"dexamethasone,doxorubicin","gastritis,mucositis",FALSE
pos_2361,"adefovir,lamivudine",hepatitis b infection,FALSE
pos_3317,l-dopa,shortened the manic-depressive cycle,FALSE
negsent1_1161,minocycline,absence of eosinophils,FALSE
pos_370,fluvoxamine,increased libido,FALSE
pos_3198,amiodarone,pulmonary toxicity,FALSE
negsent1_1026,prednisone,serum potassium level normalized,FALSE
negsent1_938,gold,pneumopathy,FALSE
pos_2235,methotrexate,renal toxicity,FALSE
negsent1_382,clonidine,spasticity improved,FALSE
pos_2050,pregabalin,negative myoclonus,FALSE
neg_17,lithium,delirium,FALSE
pos_3188,"cephalosporin,moxalactam",coagulopathy,FALSE
pos_1711,indomethacin,"hypoxia,premature ductal closure",FALSE
negsent1_1197,"clarithromycin,ethambutol,rifabutin",,FALSE
pos_2698,chlorpromazine,symptoms resembling parkinson's disease,FALSE
pos_687,interferon-alpha,nephrotic syndrome,FALSE
pos_2265,methylphenidate,"acute left ventricular dysfunction,chest pain,elevated cardiac biomarkers",FALSE
pos_4071,methyldopa,liver injury,FALSE
pos_3471,sumatriptan,cardiac arrest,FALSE
pos_3758,cisplatin,clostridium difficile colitis,FALSE
pos_1865,pge1,gastric mucosa foveolar hyperplasia,FALSE
pos_1545,bcg,disseminated tuberculous lesions,FALSE
pos_3675,cbz,tics,FALSE
pos_1501,cyclosporine,reversible posterior leukoencephalopathy syndrome,FALSE
pos_1177,nevirapine,"leukopenia,skin and hepatic toxicity",FALSE
pos_2415,clozapine,td,FALSE
pos_4182,olanzapine,akathisia,FALSE
pos_3187,cephalosporins,vitamin k deficiency,FALSE
pos_558,ketoconazole,hepatitis,FALSE
pos_1659,dapsone,hypersensitivity syndrome,FALSE
negsent1_211,"diltiazem,verapamil,calcium-channel blockers,nifedipine",,FALSE
pos_2692,alprazolam,delirium,FALSE
pos_3194,penicillamine,thrombotic thrombocytopenic purpura,FALSE
pos_2192,heparin,thrombocytopenia,FALSE
pos_3110,cyclophosphamide,"alopecia,nausea,vomiting",FALSE
pos_46,2-cda,lymphocytopenia,FALSE
pos_3991,"epinephrine,phenylephrine",severe hypertension,FALSE
negsent1_1166,"morphine,morphine-6-glucuronide",all symptoms resolved,FALSE
negsent1_241,oxybutynin,complete neurological recovery,FALSE
pos_2112,cephalosporin,leukopenia,FALSE
pos_1495,heparin,ivc thrombosis,FALSE
pos_2243,immunoglobulin,acute renal failure,FALSE
pos_2901,timolol,hyperkalemic,FALSE
pos_69,ceftriaxone,hepato-biliary abnormalities,FALSE
pos_2404,"disopyramide,garenoxacin",torsades de pointes,FALSE
pos_1690,"citalopram,mirtazapine",hyponatremia,FALSE
negsent1_317,atenolol,overdose,FALSE
pos_581,lansoprazole,thrombocytopenia,FALSE
pos_1266,flucloxacillin,"aplastic anaemia,liver failure",FALSE
pos_1198,interferon alpha,vogt-koyanagi-harada disease,FALSE
pos_821,rituximab,autoimmune hemolytic anemia,FALSE
pos_4253,amiodarone,"destructive thyroiditis,thyroiditis,trab/tbii without thyroid-stimulating activity",FALSE
pos_3800,"acyclovir,lithium",lithium toxicity,FALSE
pos_2756,isotretinoin,teratogenicity,FALSE
pos_1780,"cisplatin,gemcitabine",status epilepticus,FALSE
pos_1766,valproic acid,juvenile absence epilepsy,FALSE
negsent1_264,epinephrine,,FALSE
pos_439,accutane,teratogenic,FALSE
negsent1_364,carbamazepine,seizures,FALSE
pos_994,minocycline,pigmentary disorders,FALSE
neg_115,ifn,graves' hyperthyroidism,FALSE
negsent1_295,lamotrigine,,FALSE
pos_616,fludarabine,"cough,fever",FALSE
pos_1295,fluphenazine,neuroleptic malignant syndrome,FALSE
pos_1361,pseudoephedrine,intracerebral hemorrhage,FALSE
pos_3261,disopyramide,fasting hypoglycemia,FALSE
pos_2652,captopril,persistent late onset asthma,FALSE
neg_50,enalaprilat,acute bilateral parotitis,FALSE
pos_1417,ritodrine hydrochloride,rhabdomyolysis,FALSE
negsent1_143,"epoprostenol,corticosteroids","tapering,administration",FALSE
pos_1085,ifn-alpha,"akathisia,depressive disorders,neuropsychiatric symptoms,parkinsonism,seizure",FALSE
pos_1143,disulfiram,fulminant hepatic failure,FALSE
negsent1_532,cyclophosphamide,porphyria,FALSE
pos_4099,dexamethasone,hypertrophic obstructive cardiomyopathy,FALSE
negsent1_1004,cholestyramine,"small intestinal disease,resection",FALSE
pos_2834,hdarac,neurotoxicity,FALSE
pos_2928,interferon beta,pulmonary sarcoidosis,FALSE
pos_3014,methotrexate,"granulomas,pneumonitis,pulmonary eosinophilia",FALSE
pos_3201,theophylline,gynecomastia,FALSE
pos_255,tiagabine,non-convulsive status epilepticus,FALSE
pos_1436,phenylephrine,positive u waves,FALSE
negsent1_82,imatinib,"toxic effects,serious adverse events",FALSE
pos_67,brimonidine,central nervous system depression,FALSE
negsent1_1107,"tranexamic acid,bupivacaine","accidental injection,spinal anesthesia",FALSE
negsent1_1117,"clozapine,risperidone",,FALSE
pos_1664,aprotinin,systemic allergic reaction,FALSE
pos_3683,tryptophan,fatal eosinophilia myalgia syndrome,FALSE
pos_1427,infliximab,membranous nephropathy,FALSE
pos_230,valproate,"amenorrhea,gained weight,polycystic changes",FALSE
pos_4246,alteplase,subfascial hematoma,FALSE
pos_1692,interferon (ifn)-beta-1b,nephrotic syndrome,FALSE
pos_4003,zonisamide,heat stroke-like episode,FALSE
negsent1_1425,"acetazolamide,methazolamide",carbonic anhydrase inhibitors,FALSE
negsent1_1487,phenytoin,,FALSE
pos_339,quinine,coagulopathy,FALSE
pos_718,clarithromycin,fulminant liver failure,FALSE
negsent1_1396,"gemcitabine,irinotecan",,FALSE
pos_329,ara-c,"dermatologic toxicity,toxic epidermal necrolysis",FALSE
pos_2169,olanzapine,"hyperglycaemic coma,neuroleptic malignant syndrome",FALSE
negsent1_1207,"ethylenediamine,aminophylline",allergic reaction,FALSE
pos_1411,irbesartan,"angio-oedema,shock",FALSE
negsent1_248,serine,schizophreniform psychotic syndromes,FALSE
pos_1014,methylphenidate,fixed drug rash,FALSE
pos_2559,nimodipine,"adynamic ileus,pseudo-obstruction of the colon",FALSE
negsent1_1488,cytosine arabinoside,a previously undescribed complication,FALSE
neg_45,verapamil,asthma,FALSE
pos_3225,gold,nephropathy,FALSE
pos_1071,"bimatoprost,latanoprost",cystoid macula edema,FALSE
pos_3316,l-dopa,rapid mood cycling,FALSE
pos_3088,cytarabine,visceral herpesvirus infections,FALSE
negsent1_12,leflunomide,severe skin reactions,FALSE
pos_3282,perhexiline maleate,papilledema,FALSE
pos_101,amiodarone,"prolongation of the qt interval,ventricular tachyarrhymias",FALSE
negsent1_1388,gelatine,,FALSE
pos_2741,depo-medrol,"calcification,ossification of the spinal arachnoid",FALSE
pos_213,naloxone,generalized tonic-clonic seizure,FALSE
pos_3024,"acetazolamide,methazolamide",aplastic anemia,FALSE
negsent1_611,"cefazolin,cefoxitin",surgery,FALSE
pos_1161,warfarin,abnormal hypersensitivity,FALSE
pos_150,gliclazide,acute hepatitis,FALSE
negsent1_1272,olanzapine,,FALSE
pos_1442,interferon beta 1a,nephrotic syndrome,FALSE
negsent1_1393,hydroquinone,skin conditions,FALSE
pos_4180,pentazocine,"fibrous myopathy,neuromuscular complication,neuropathy,pentazocine toxicity",FALSE
negsent1_413,"haloperidol,opiates,benzodiazepines","severely agitated,did not respond to conventional therapy",FALSE
pos_1042,ciprofloxacin,psychosis,FALSE
pos_3076,propylthiouracil,"eosinophilia,granulocytopenia,hepatitis,lymphocyte sensitization,skin reaction",FALSE
pos_1499,prostaglandin e1,"antral hyperplasia,gastric-outlet obstruction",FALSE
pos_3348,perhexiline maleate,"hepatic dysfunction,papilloedema",FALSE
negsent1_867,"itraconazole,itraconazole solution",,FALSE
neg_170,olanzapine,camptocormia,FALSE
negsent1_726,cyclosporine,,FALSE
pos_2831,cytarabine,cerebellar syndrome,FALSE
neg_66,razoxane,b-cell lymphoma,FALSE
pos_180,minocycline,benign intracranial hypertension,FALSE
negsent1_1437,muzolimine,toxic metabolite,FALSE
negsent1_1101,"timolol,quinidine,isosorbide dinitrate,dipyridamole,aspirin,pilocarpine eyedrops 4%,timolol eyedrops 0.5%,nitroglycerin ointment",,FALSE
pos_2989,fenclofenac,iga deficiency,FALSE
pos_3296,lithium,"nephrotoxicity,secondary hyperparathyroidism",FALSE
pos_3626,captopril,neutropenia,FALSE
pos_1632,"octreotide,pegvisomant",hepatitis,FALSE
pos_2891,nicotinic acid,"hepatotoxicity,liver disease",FALSE
pos_4019,cisplatin,renal tubular salt wasting,FALSE
negsent1_281,glucocorticoids,,FALSE
pos_3954,cephalexin,cephalexin rash,FALSE
pos_668,gemcitabine,hus,FALSE
pos_647,"d-penicillamine,neothetazone",mammary hyperplasias,FALSE
pos_1165,"cidofovir,foscarnet,ganciclovir",cmv infection,FALSE
pos_1241,gliadel,cerebral edema,FALSE
pos_3439,lithium,"angry outbursts,irritability",FALSE
negsent1_307,gemcitabine,"pulmonary toxicity,respiratory distress",FALSE
pos_4240,pirmenol,"qt prolongation,t wave inversion",FALSE
pos_15,5-aminosalicylic acid,lupus-like syndrome,FALSE
pos_1100,prostaglandin,trichiasis,FALSE
pos_3478,tamoxifen,endometrial adenocarcinoma of the secretory type,FALSE
negsent1_807,"fluoxetine,methylphenidate,clonidine","attention-deficit hyperactivity disorder,obsessive-compulsive disorder",FALSE
pos_3327,propranolol,bronchospasm,FALSE
pos_1858,phenelzine,delusional parasitosis,FALSE
pos_948,methotrexate,cytotoxic edema,FALSE
pos_630,verapamil,polymorphic ventricular tachycardia,FALSE
pos_892,"bromocriptine,cabergoline",pleuropulmonary abnormalities,FALSE
pos_745,"lithium,olanzapine",nms,FALSE
negsent1_473,"cloxacillin,amoxicillin,cefuroxime",,FALSE
pos_3998,thionamide,generalized maculopapular and papular purpuric eruptions,FALSE
pos_2914,phenobarbital,"alopecia,a pruritic desquamating erythrodermic rash,fever,hypersensitivity,icterus,myositis,nephritis,protein-losing enteropathy",FALSE
pos_786,granulocyte colony-stimulating factor,cls,FALSE
pos_3674,carbamazepine,tics,FALSE
pos_431,morphine,spasm,FALSE
neg_112,5-fu,neurologic toxicity,FALSE
pos_2270,methotrexate,posterior reversible encephalopathy syndrome,FALSE
pos_2430,ritodrine,type i second-degree av block,FALSE
negsent1_632,"all-trans retinoic acid,chemotherapeutic agents",induction therapy,FALSE
pos_1149,linezolid,sideroblastic anemia,FALSE
pos_4101,dexamethasone,"left ventricular outflow tract obstruction,septal hypertrophy",FALSE
pos_1113,hepatitis b vaccination,lichen planus,FALSE
pos_1759,"cialis,tadalafil",fixed drug eruption,FALSE
pos_3659,interleukin-2,neurotoxicity,FALSE
negsent1_741,ganciclovir,"cytomegalovirus disease,antiviral effect",FALSE
pos_3930,bicalutamide,fulminant hepatic failure,FALSE
negsent1_476,lithium,antimanic maintenance treatment,FALSE
negsent1_1362,lithium,nephrotic syndrome,FALSE
pos_389,valacyclovir,neurotoxicity,FALSE
pos_4113,risperidone,"depression,feelings of agitation,insomnia,intolerable affect,periods of crying",FALSE
negsent1_1375,heparin,,FALSE
pos_3191,"cephalosporin,moxalactam",coagulopathy,FALSE
pos_169,uft,uft-induced scleroderma-like reaction,FALSE
negsent1_661,danazol,"left ovarian cyst,endometrial cyst",FALSE
negsent1_523,carbamazepine,cardiopulmonary bypass,FALSE
pos_2694,sulfasalazine,ibd,FALSE
pos_384,leflunomide,weight loss,FALSE
pos_3601,procainamide,electrical proarrhythmia,FALSE
pos_1191,glatiramer acetate,"localized panniculitis,subcutaneous changes",FALSE
pos_2973,isoniazid,pellagra,FALSE
pos_1768,"avastin,bevacizumab",acute endophthalmitis,FALSE
pos_2536,"bleomycin,cisplatin,methotrexate",hemolytic-uremic syndrome,FALSE
pos_3657,valproate,"fatal,hepatotoxic effects",FALSE
pos_3056,ouabain,minor electrocardiographical changes,FALSE
negsent1_1353,propranolol,,FALSE
neg_106,retinoic acid,retinoic acid syndrome,FALSE
pos_874,"ifn,ribavirin","hyperpigmented skin,tongue lesions",FALSE
negsent1_1382,cytarabine,"pronounced in vitro virucidal activity against herpes viruses,successfully used in clinical treatment of severe herpesvirus infections,increased risk for development of disseminated herpesvirus infection,further depression of host defenses",FALSE
pos_100,"sodium biphosphate,sodium phosphate",hyperphosphatemia,FALSE
pos_3702,paracetamol,hepatotoxicity,FALSE
pos_1389,"busulfan,melphalan",fatal radiation myelopathy,FALSE
negsent1_9,thrombin,postoperative course,FALSE
negsent1_720,cis-platinum,,FALSE
negsent1_930,2-deoxycoformycin,,FALSE
negsent1_336,lithium,"clinical presentation,management",FALSE
pos_3034,psoralens,squamous cell carcinoma,FALSE
negsent1_579,vancomycin,osteomyelitis,FALSE
negsent1_283,"olanzapine,clozapine",impair whole-body insulin sensitivity,FALSE
pos_533,"metoclopramide,sertraline,venlafaxine","extrapyramidal movement disorders,serotonin syndrome",FALSE
pos_3432,bleomycin,lung toxicity,FALSE
pos_3420,adenosine,arrhythmia,FALSE
pos_2642,metoclopramide,parkinsonism,FALSE
pos_1197,interferon,"""cotton-wool"" spots,retinal abnormalities,retinal hemorrhage",FALSE
pos_496,quetiapine,agranulocytosis,FALSE
pos_3687,vasopressin,rhabdomyolysis,FALSE
pos_962,colchicine,myopathy,FALSE
negsent1_290,lithium,"bipolar disorder,bulimia",FALSE
negsent1_645,"losartan,losartan/hydrochlorothiazide,allopurinol,colchicine",,FALSE
negsent1_1125,interferon alfa,relapsed,FALSE
negsent1_1239,"phenol,percutaneous retrogasserian phenol injection",severe complications,FALSE
pos_3906,isoniazid,psychotic disorder,FALSE
pos_1666,phenytoin,"fever,maculopapular rashes",FALSE
pos_1025,doxorubicin,severe myelopathy,FALSE
pos_2762,vincristine,severe visual loss,FALSE
pos_867,fluvoxamine,schneiderian first-rank symptoms,FALSE
negsent1_1262,pegvisomant,"severe adverse drug reaction,frequent control of hepatic enzymes",FALSE
pos_1861,rituximab,delayed pulmonary toxicity,FALSE
pos_2639,ibuprofen,meningitis,FALSE
negsent1_560,"cyclophosphamide,mitoxantrone",minimal toxicity,FALSE
pos_2509,quinine,persistent light reactivity,FALSE
negsent1_1220,linezolid,"serious adverse events,withdrawal of linezolid",FALSE
negsent1_1240,carbamazepine,"intoxication,haemodialysis",FALSE
pos_3443,inh,neurotoxicity,FALSE
pos_1808,docetaxel,"chalazion,meibomian duct inflammation and blockage",FALSE
pos_174,ibuprofen,depressed level of consciousness,FALSE
pos_4192,methimazole,aplastic anemia,FALSE
pos_1328,pentamidine,"cardiotoxicity,second-degree heart block",FALSE
negsent1_516,"furosemide,bumetanide,torsemide",developed similar symptoms,FALSE
pos_738,"cytarabine,methotrexate","balint syndrome,posterior leukoencephalopathy",FALSE
neg_25,stavudine,hyperlactatemia,FALSE
pos_3051,amphotericin b,"acute toxic delirium,eeg abnormalities",FALSE
negsent1_1192,"quinine,quinine sulfate","positive photopatch test,reduction in the minimal erythema dose",FALSE
negsent1_1380,phenylpropanolamine,use,FALSE
pos_4157,propylthiouracil,antineutrophil cytoplasmic antibody-positive crescentic glomerulonephritis,FALSE
pos_4096,"bleomycin,vinblastine,vincristine","gangrene,severe raynaud's phenomenon",FALSE
pos_282,vigabatrin,visual field constriction,FALSE
neg_164,olanzapine,agranulocytosis,FALSE
pos_2172,etanercept,"mediastinal lymphadenopathy,pleurisy,thymic enlargement,thymic hyperplasia",FALSE
pos_1984,etanercept,cd,FALSE
pos_1232,"carbamazepine,dantrolene,oxybutynin",carbamazepine toxicity,FALSE
pos_3685,vasopressin,fatal rhabdomyolysis,FALSE
pos_3732,chop,supravenous hyperpigmentation,FALSE
negsent1_86,atomoxetine,manifestation of tics,FALSE
negsent1_1189,"valproic acid,allopurinol,captopril",cutaneous event,FALSE
negsent1_708,tolmetin,spurious effect,FALSE
pos_1767,"paradoxical,valproic acid",seizure exacerbation,FALSE
pos_2511,"doxorubicin,etoglucid,mitomycin c",hematologic malignancy,FALSE
pos_638,2-chlorodeoxyadenosine,aml,FALSE
pos_4170,pentasa,pancytopenia,FALSE
pos_3617,clonidine,"bradycardia,constipation,dry mouth,hypotension",FALSE
pos_2950,propranolol,esophageal spasm,FALSE
pos_2417,all-trans retinoic acid,"focal myositis,mononeuritis,synovitis",FALSE
pos_743,"rapammune,rapamycin,sirolimus,sr","hyperlipidemia,hypertension,infection,myelosuppression",FALSE
pos_1862,metoclopramide,neuroleptic malignant syndrome,FALSE
pos_3294,gold,"acne,lichen planus",FALSE
pos_2620,dextran,renal failure,FALSE
negsent1_1409,"cyclosporine,mycophenolate mofetil",,FALSE
pos_2614,vinblastine,hyponatremic episode,FALSE
pos_1848,capecitabine,headache,FALSE
pos_4139,"pancrease mt 16,viokase",vomiting,FALSE
pos_3753,cisplatin,colitis,FALSE
negsent1_1427,amiodarone,adverse reaction,FALSE
pos_1507,ifn-beta,inflammatory arthritis,FALSE
pos_116,infliximab,lymphoma,FALSE
pos_3047,ibuprofen,edema,FALSE
pos_553,tamoxifen,endometrial cancer,FALSE
pos_659,ticlopidine,aplastic anemia,FALSE
negsent1_767,"tacrolimus,prednisone,azathioprine",stabilized,FALSE
pos_3386,"methotrexate,mtx","bone marrow aplasia,severe skin rash",FALSE
negsent1_1003,"lithium,lithium heparine",,FALSE
pos_2512,cyclophosphamide,circumferential subglottic stenosis,FALSE
pos_3663,lithium,transient thyrotoxicosis,FALSE
negsent1_799,benzoin,"allergy,cross-reactions",FALSE
pos_3958,carbamazepine,pancreatitis,FALSE
pos_3325,propranolol,bronchospasm,FALSE
pos_4213,phosphate,progressive hypokalemia,FALSE
negsent1_854,cerivastatin,,FALSE
pos_2615,bleomycin,hyperpigmentation,FALSE
neg_37,sertraline,rhabdomyolysis,FALSE
pos_1317,anti-d igiv,dic,FALSE
negsent1_343,enalapril,,FALSE
pos_2585,mtx,hepatic decompensation,FALSE
pos_423,gemcitabine,labd,FALSE
pos_4189,tpa,vitreous hemorrhage,FALSE
pos_1954,glatiramer acetate,skin necrosis,FALSE
negsent1_722,"pilocarpine,cevimeline","dry mouth,xerostomia",FALSE
pos_1271,"cy,cyclophosphamide",severe lupus erythematosus,FALSE
pos_3459,benzarone,"cirrhosis,hepatotoxicity,(sub)fulminant hepatitis",FALSE
pos_3159,ccnu,pulmonary toxicity,FALSE
pos_1520,methotrexate,neurotoxicity,FALSE
pos_2573,doxorubicin,"acute encephalopathy,high-pressure hydrocephalus",FALSE
pos_1518,chloroquine,bilateral ptosis,FALSE
pos_2271,methotrexate,neurotoxicity,FALSE
pos_1099,levodopa,completely bald,FALSE
pos_2439,interferon,neuropsychiatric symptoms,FALSE
pos_307,fludarabine,"acute myeloid leukemia,lung cancer",FALSE
pos_1601,olanzapine,"diabetes,weight gain",FALSE
pos_163,nitrofurantoin,nitrofurantoin induced lung injury,FALSE
pos_2494,trimethoprim-sulfamethoxazole,hepatotoxicity,FALSE
pos_2781,streptokinase,thrombo-embolic complication,FALSE
negsent1_976,"lamotrigine,sertraline",psychiatric features,FALSE
pos_419,amprenavir,intracranial bleeding,FALSE
pos_4177,"cyclosporine,prednisone",nocardia asteroides brain abscess,FALSE
negsent1_968,aspirin,"sensitivity,challenge,desensitization,postmyocardial infarction",FALSE
pos_1287,cerivastatin,acute rhabdomyolysis,FALSE
pos_839,alpha interferon,multiple sclerosis-like disease,FALSE
pos_232,cyclosporine,"lethal,septicemia",FALSE
pos_1374,iron sucrose,systemic iron toxicity,FALSE
negsent1_203,"sulfadoxine-pyrimethamine,chloroquine","chloroquine resistance,malaria treatment",FALSE
pos_1716,fluoroquinolone,severe corneal toxicity,FALSE
pos_3072,aspirin,anicteric hepatitis,FALSE
pos_1838,recombinant human interferon-alpha,exacerbate psoriasis or trigger off its onset,FALSE
pos_4251,amiodarone,"thyrotoxicosis,thyrotropin-binding inhibiting immunoglobulin,transiently positive thyrotropin (tsh) receptor antibody",FALSE
pos_3978,procainamide,lupus syndrome,FALSE
negsent1_682,pemetrexed,chemotherapy,FALSE
negsent1_208,levothyroxine,"hypothyroidism,sub- and supratherapeutic levothyroxine dosages",FALSE
negsent1_1468,formalin,"bladder hemorrhage,radiation cystitis",FALSE
pos_934,ganciclovir,generalised cutaneous rash,FALSE
pos_1303,rifabutin,corneal endothelial deposits,FALSE
pos_1377,clioquinol,transient global amnesia,FALSE
pos_240,phenylbutazone,"serum sickness-like reactions,skin manifestations",FALSE
pos_3293,gold,acne,FALSE
pos_2388,amikacin,"hypocalcemia,hypomagnesemia,metabolic alkalosis,polyuria,refractory hypokalemia,severe renal tubular dysfunction",FALSE
pos_1735,corticosteroid,leishmania infantum leishmaniasis,FALSE
pos_2956,verapamil,cardiac decompensation,FALSE
pos_394,ticlopidine,pulmonary side effects,FALSE
negsent1_1287,troglitazone,prescribed with caution,FALSE
pos_698,capecitabine,allergic reactions,FALSE
pos_1569,paclitaxel,fatal pulmonary fibrosis,FALSE
pos_3390,chlormadinone acetate,withdrawal syndrome,FALSE
pos_4250,amiodarone,"thyrotoxicosis,thyrotropin receptor antibody",FALSE
pos_670,amiodarone,optic neuropathy,FALSE
pos_2940,nitroglycerin,"decrease in blood flow,increase in pulmonary artery pressure,increase in pulmonary vascular resistance",FALSE
pos_2215,sunitinib,acute interstitial nephritis,FALSE
pos_3790,metripranolol,bilateral granulomatous anterior uveitis,FALSE
pos_1588,aspirin,asthma,FALSE
pos_924,norethisterone,gestational diabetes,FALSE
pos_221,mitomycin c,hus,FALSE
pos_3168,cholestyramine,hyperchloremic metabolic acidosis,FALSE
negsent1_545,ciprofloxacin,adverse effects,FALSE
pos_2640,ibuprofen,meningitis,FALSE
pos_1429,"linezolid,chloramphenicol","dyserythropoietic anaemia,myelotoxicity",FALSE
pos_651,valproic acid,fvs,FALSE
pos_1516,chloroquine,bilateral ptosis,FALSE
pos_2132,hydroxyurea,"painful hand ulcer,skin cancers",FALSE
pos_2832,hdarac,"ataxia,dysarthria",FALSE
negsent1_856,heparin,discontinuation of heparin therapy,FALSE
pos_4142,valproate,symptomatic methemoglobinemia,FALSE
negsent1_531,fluoxetine,poor metabolism,FALSE
pos_1416,ritodrine hydrochloride,rhabdomyolysis,FALSE
pos_3314,digoxin,fatal ventricular fibrillation,FALSE
pos_2382,dasatinib,pleural effusions,FALSE
negsent1_1144,aminoglutethimide,"radiation therapy,painful bone metastasis",FALSE
pos_3508,mannitol,arf,FALSE
pos_949,methotrexate,"aphasia,left arm weakness,neurotoxicity",FALSE
